system:index,Height,NL,U1,U2,U3,U4,VH_A,VH_D1,VH_D2,VV_A,VV_D1,VV_D2,.geo
355,18,48.4808349609375,0.7283950617283944,0.6309148264984233,0.6332863187588152,0.6077963404932353,-6.225153319430891,-11.072982374439459,-11.442918274943358,-4.2468298426750914,-1.834498026485782,-4.483614883483734,
369,10,71.24833679199219,0.4444444444444434,0.4353312302839127,0.4851904090267984,0.5346062052505937,-15.531717007548457,-14.018983458364014,-15.624511506174523,-7.278221328468939,-4.707629231344981,-9.647558627802534,
371,13,21.615833282470703,0.1975308641975304,0.13249211356466928,0.11565585331452756,0.1511535401750177,-7.194892423889992,-14.826390961356626,-14.7139866419265,-4.215936556041496,-11.007043327537124,-10.50991691953968,
372,12,45.500831604003906,0.5308641975308631,0.5425867507886444,0.5500705218617772,0.5369928400954623,-16.314129203518128,-13.845506510356968,-12.104974264039903,-8.999763232059552,-3.4505508500129745,-3.344500429068516,
376,13,85.03166961669922,0.666666666666666,0.7854889589905366,0.7856135401974612,0.7724741447891792,-13.814587478780153,-17.01296036998736,-16.914639082339413,-7.3781584011077355,-5.299762417911336,-4.775222752961533,
377,11,117.7125015258789,0.7777777777777772,0.8107255520504735,0.8335684062059239,0.8058870326173416,-13.228978136246026,-15.580898224256938,-12.298076594830038,-5.699648004236724,-9.539679059005625,-6.279856044273197,
378,11,76.70333099365234,0.9629629629629629,0.6624605678233444,0.5627644569816643,0.509148766905327,-2.0222192640538226,-11.898082829574873,-12.008795457542647,1.7302460739370373,-7.466590177066481,-6.656404896552756,
379,25,57.255001068115234,0.790123456790123,0.6940063091482656,0.6262341325811002,0.63723150357995,-11.90824722337846,-15.444709320306192,-7.805183721946807,3.0472520776625744,-8.061757728738273,-3.8662857257014314,
388,11,47.22666549682617,0.8765432098765429,0.7255520504731866,0.6473906911142454,0.5815433571996791,-14.716915589894676,-14.392689800046156,-13.066217605713316,-3.6641788351552336,-7.376375634928043,-5.8690726594483875,
400,7,19.031667709350586,0.0987654320987652,0.1419558359621457,0.1325811001410438,0.11455847255369794,-15.880215884926324,-16.081811938971803,-12.69730027252981,-10.267487910307269,-10.570556384782586,-9.007143738053395,
405,9,26.21416664123535,0.4691358024691347,0.4006309148264995,0.379407616361072,0.3341288782816185,-13.644918696702971,-15.234973481838065,-16.75956851996225,-6.531169882060866,-9.94634396661711,-10.543676883091992,
407,7,10.492500305175781,0.0246913580246913,0.006309148264984255,0.016925246826516242,0.01352426412092264,-14.772945626911365,-14.872779893867895,-17.169998651636586,-7.556452141130113,-9.886289259360563,-11.379357692464875,
408,8,7.473333358764648,0.06172839506172825,0.0694006309148268,0.06488011283497891,0.07000795544948202,-12.468313093649591,-15.958940211840005,-14.947121441127976,-8.46905388678511,-11.0686909288448,-9.508476984496191,
411,8,29.616666793823242,0.5432098765432088,0.444794952681389,0.4344146685472497,0.3945902943516269,-12.016649405888133,-12.40475442529572,-5.95351166538385,-6.102336576876061,-5.2718603732792895,-1.5536549199365306,
431,5,29.02916717529297,0.7160493827160488,0.5993690851735023,0.6205923836389281,0.5775656324582311,-14.933543612770459,-11.089835281792526,-11.626891187057657,-7.817931114117753,-5.425403548848547,-4.723069380840877,
444,6,37.95833206176758,0.4691358024691347,0.3785488958990547,0.32863187588152337,0.24343675417660618,-13.072603995700929,-17.141606630414476,-17.178751765060678,-5.036345275554828,-9.443528296516762,-8.541776249117307,
462,16,47.184165954589844,0.493827160493826,0.34384858044164157,0.3638928067700988,0.3548130469371477,-14.498145020200573,-17.033134605166943,-14.363249271532478,-9.083211898039975,-7.902379532738022,-7.334274561297373,
483,21,31.003334045410156,0.4320987654320978,0.46372239747634164,0.5401974612129761,0.5385839299920415,-10.43887795181945,-12.913931918785414,-11.655502993044196,-4.559308001250802,-7.9234097571831414,-5.215587331180898,
492,14,27.97833251953125,0.6172839506172831,0.5583596214511048,0.5613540197461213,0.45982498011137274,-10.071223666896232,-4.974830401265522,-8.470825664554669,-5.374566898329771,-2.9451178672600764,-5.419744035889462,
500,17,19.829166412353516,0.13580246913580216,0.19873817034700414,0.2031029619181947,0.19570405727923282,-8.37643699794724,-20.763137813579387,-20.696346080396648,-2.7563982965477782,-11.061925552603983,-13.519736004388404,
516,20,53.8025016784668,0.7160493827160488,0.7003154574132497,0.7390691114245417,0.7096260938743021,-10.072117582060407,-12.305644985515947,-13.606831311054458,-3.594744741046625,-3.0739347304463207,-4.460544215031369,
531,5,7.529999732971191,0.0246913580246913,0.09148264984227165,0.09026798307475323,0.09546539379474826,-14.349478314075133,-15.775031589272315,-16.113988683358926,-8.258893752041805,-10.242440685385473,-9.08033289463213,
532,12,49.89583206176758,0.3209876543209869,0.2933753943217678,0.23836389280677014,0.17581543357199392,-14.89211492949519,-15.837049295470324,-15.124866008173594,-7.405344431138054,-8.627115757167175,-8.000717843254202,
534,22,27.25666618347168,0.4197530864197521,0.41955835962145216,0.3977433004231312,0.3500397772474102,-10.58212356202998,-14.942130920622764,-15.952236097990392,-4.478601477348407,-2.1553037189130873,2.333853678188246,
554,17,157.91583251953125,0.6543209876543202,0.7223974763406945,0.6248236953455572,0.5592680986475708,-16.087954375393533,-20.12386767805509,-17.853454734550233,-4.886201845519023,-10.436360395709679,-10.992774429561017,
569,9,22.190000534057617,0.0246913580246913,0.08201892744479529,0.11988716502115661,0.1026252983293544,-15.540511348623845,-7.8752491568812655,-11.429898409546967,-9.233518099261422,1.057376997569178,-5.43473807527469,
572,7,6.860000133514404,0.06172839506172825,0.05047318611987405,0.05359661495063475,0.05568814638026977,-16.845835497906215,-13.757992919540987,-13.925280402335282,-11.076191701124595,-7.783939516032264,-6.914404255363379,
574,8,48.95500183105469,0.08641975308641955,0.3406940063091494,0.31452750352609316,0.31185361972951015,-15.676395515363566,-14.496128369697974,-13.239720956633345,-9.815847224059663,-10.009935575180481,-10.143383428861792,
578,21,34.290000915527344,0.3209876543209869,0.22712933753943335,0.225669957686883,0.23309466984884197,-9.656594886327388,-13.4258191352589,-14.438300530562692,-3.0703204335964416,-7.647696557113689,-8.34637961154806,
579,36,133.72833251953125,0.5802469135802459,0.5362776025236601,0.46967559943582515,0.4916467780429561,-10.139074803761336,-3.151885142342115,-7.533741847552306,-3.1461312510800563,-3.1706491552723337,-5.252450074078181,
597,12,39.6783332824707,0.23456790123456736,0.31545741324921256,0.29760225669957696,0.29355608591884974,-11.284420900867191,-12.57759142783215,-11.654780984177675,-1.0977899949929824,-2.191892719853662,-4.456654173315887,
603,6,33.72666549682617,0.493827160493826,0.33438485804416523,0.27362482369534563,0.24980111376292263,-12.568209130677072,-8.123119854686369,-13.891605195384859,-6.309918813114162,-8.045333096915492,-5.617847555265192,
614,9,57.76499938964844,0.5925925925925917,0.5930599369085181,0.5176304654442878,0.5131264916467748,-15.079810391335469,-16.911832098896728,-16.502552747432908,-8.2264229020088,-8.984145386863638,-6.616680519577801,
630,6,35.0625,0.246913580246913,0.35646687697161,0.4174894217207335,0.466984884645979,-12.604158340970011,-14.52082803555385,-15.212125511615755,-5.891780210772675,-8.890388058767034,-8.380428165047471,
637,23,39.169166564941406,0.7530864197530859,0.7917981072555209,0.7884344146685472,0.7621320604614146,-9.63146589906145,-9.651035949082479,-8.078912255203111,-3.8125567810441656,-4.01284377984769,-3.6728276076448783,
642,7,46.55083465576172,0.3456790123456782,0.30914826498422837,0.40056417489421725,0.48528241845663944,-15.97188058939192,-12.356688875763528,-13.67235580028748,-7.225645624472448,-6.1396675865374855,-7.082304052573111,
655,16,110.788330078125,0.7654320987654316,0.8012618296529972,0.8180535966149507,0.8297533810660291,-11.959427933426115,-12.591755146974322,-10.765298479091058,-1.6400216794308902,-2.785564474083548,-5.740458135695808,
674,7,21.390832901000977,0.2222222222222217,0.2050473186119884,0.2778561354019747,0.24980111376292263,-14.383729713730576,-15.020635879278272,-15.154951559475768,-9.773828291207533,-10.781637674101818,-8.57167757897178,
678,6,28.94333267211914,0.18518518518518476,0.2397476340694019,0.2115655853314528,0.22593476531423595,-16.89646586475944,-16.853186662071117,-15.22892367032019,-8.461384500903177,-9.390825554984183,-6.941399296545577,
688,7,47.72999954223633,0.6790123456790116,0.5552050473186128,0.5119887165021157,0.5027844073190103,-12.125434770211365,-13.969147268070058,-13.834675753501656,-3.6846364917451124,-7.798338774113263,-8.527356386860701,
697,7,40.84083557128906,0.246913580246913,0.3974763406940074,0.5077574047954867,0.5163086714399332,-12.694948106009235,-15.554929516200719,-15.183237582871998,-3.2491321020672785,-9.438493582754713,-8.448370829441647,
709,17,48.0908317565918,0.8518518518518515,0.7318611987381708,0.7207334273624824,0.7430389817024645,-14.918074533098999,5.223340220456166,6.084526598494911,-3.9196997340869344,8.750392795277952,9.415747539460293,
711,14,75.67166900634766,0.5185185185185175,0.4921135646687706,0.47672778561354023,0.45982498011137274,-15.13897930426077,-12.623485845367039,-13.018688809667866,-3.582133282129147,-5.052521747171509,-5.9376725775751416,
712,7,42.323333740234375,0.13580246913580216,0.29968454258675203,0.3977433004231312,0.36038186157517477,-17.436959639732997,-16.03919590033995,-14.712702050001843,-9.84371460986344,-8.824541705790198,-6.8458761171243925,
720,31,47.184165954589844,0.6049382716049374,0.38170347003154687,0.44287729196050785,0.40175019888623315,-10.997984826475689,-16.268104614832502,-15.624273778035482,-5.954402023274964,-1.8300045576236343,4.967522442340925,
722,15,51.34416580200195,0.8641975308641973,0.6340694006309154,0.5952045133991538,0.6173428798727103,-9.798895619794571,-10.987852023921219,-11.525551816075755,-5.609703138154823,-5.76621098369493,-3.709917758592221,
723,13,38.016666412353516,0.6049382716049374,0.4542586750788653,0.42313117066290556,0.40254574383452274,-11.11562236082277,-12.512644817910898,-12.371822623298408,-6.766114970283239,-6.457063945075449,-7.760285579766537,
729,7,6.287499904632568,0.18518518518518476,0.09463722397476378,0.04231311706629061,0.035003977724740946,-16.334709622654845,-13.388755348550138,-12.000484527309842,-10.990166061441561,-6.716069136052935,-5.973939705865681,
740,12,49.02083206176758,0.5432098765432088,0.35331230283911785,0.3328631875881524,0.3094669848846414,-8.89006640313731,-12.374912978333215,-15.663724217723544,-6.445314808350683,-5.606702978521688,-8.482901733813033,
747,4,22.66583251953125,0.3580246913580239,0.22712933753943335,0.25811001410437245,0.24105011933173753,-13.515517662068874,-17.529889840620537,-17.308559818417244,-7.784565356881189,-11.675000846211441,-11.887684890534924,
754,21,44.79499816894531,0.5185185185185175,0.5236593059936917,0.45275035260930896,0.4136833731105769,-13.73492309469617,-8.89547343385597,-8.114031775817558,-3.747031342963401,-4.59732470025828,-2.492603707739804,
766,19,37.53583526611328,0.493827160493826,0.29968454258675203,0.26798307475317357,0.2832140015910852,-15.413395841788553,-15.240432109656489,-15.670613012978638,-8.241267414299555,-4.916976784203198,-5.904664801936057,
778,16,44.628334045410156,0.666666666666666,0.5425867507886444,0.5796897038081806,0.6030230708034978,-16.207428600348486,-13.418242416711148,-12.974720577709885,-7.633608733952765,-4.284008267134976,-2.5753457497801686,
786,21,47.44166564941406,0.5432098765432088,0.7160883280757103,0.693935119887165,0.7151949085123291,-9.514892891084521,-7.041382334348449,-5.584932118924253,-4.8778788677505105,-2.878005466544,0.8037373035908946,
811,22,36.27166748046875,0.493827160493826,0.41640378548896,0.3892806770098731,0.3747016706443873,-16.218171967610104,-2.2499788973464403,-3.5458010213328515,2.596938052466114,1.5266566979283362,2.334774077784676,
813,7,42.54999923706055,0.13580246913580216,0.22082018927444907,0.2510578279266574,0.24264120922831664,-13.282939461002258,-15.291972482923892,-11.621205104250977,-7.952027288327744,-9.1535059104874,-8.130680991529575,
822,30,43.356666564941406,0.8271604938271601,0.7917981072555209,0.7531734837799718,0.7414478918058854,-14.36352766436975,0.45442115708736736,-9.51984553649804,-10.088059621728211,2.857967182558118,-5.906457887051776,
828,8,33.69916534423828,0.4691358024691347,0.4416403785488969,0.40395480225988706,0.4449262792714617,-14.205190649475647,-13.686571805713902,-13.537060988208664,-10.063475738248956,-8.766171657596141,-8.707330356244537,
853,21,31.825000762939453,0.7407407407407401,0.6403785488958997,0.6248236953455572,0.5783611774065207,-9.83683584224384,-11.660608366442695,-11.943417267280234,-4.870227396123718,-5.984989458998228,-6.662706107237079,
863,13,38.3025016784668,0.4814814814814804,0.444794952681389,0.43018335684062065,0.4041368337311019,-11.258529343653079,-15.593323282687798,-15.157832864388382,-4.038708139512616,-6.451132452720416,-5.6736968986375516,
877,4,46.00666809082031,0.5308641975308631,0.3627760252365942,0.30606488011283506,0.2601431980906872,-15.096978567887572,-13.263923774027303,-9.95331809595355,-5.35488572723682,-3.5652675681289487,-0.5166901441769002,
890,15,42.63833236694336,0.3209876543209869,0.3974763406940074,0.44005641748942176,0.49005568814637696,-13.330526407105797,-10.369095922918362,-10.589424383698068,-5.5674635385110625,-5.752868858632192,-6.145838842404294,
893,20,45.02750015258789,0.6296296296296288,0.5141955835962154,0.5712270803949224,0.6205250596658687,-13.908972617149772,-10.986181856874753,-12.734066372137155,-7.027025298408325,-4.15073025923245,-2.6984746668277197,
902,6,34.04083251953125,0.2222222222222217,0.35015772870662576,0.28208744710860373,0.31424025457437893,-15.533211343801863,-16.99540622021099,-12.233211102658467,-8.616433194539479,-9.474285601767445,-6.595154712744645,
924,11,47.83250045776367,0.9259259259259257,0.6687697160883287,0.535966149506347,0.39538583929991644,-0.8120651997311881,-10.210709816290347,-7.1887303912162,3.583452229029862,-7.12947770576425,-1.0677502869608604,
926,9,28.822500228881836,0.5432098765432088,0.5205047318611996,0.5204513399153738,0.5123309466984852,-11.01834664496743,-12.05110526510927,-13.234697916484432,1.0800252674186845,-7.217861282666789,-7.076672058420721,
932,28,45.50749969482422,0.703703703703703,0.6403785488958997,0.6727785613540198,0.6300715990453437,-12.34005372741119,-11.364462825429264,-13.221207066397866,-3.450521175221858,-3.009210161138451,-5.09841338564452,
937,17,32.525001525878906,0.5061728395061718,0.3312302839116731,0.29901269393512,0.29673826571200806,-8.160037534353927,-15.369829700376352,-16.017664194435103,-5.934554757873667,-8.80937471782713,-9.232163420694507,
951,4,29.047500610351562,0.08641975308641955,0.10725552050473226,0.0959097320169253,0.11137629276053966,-16.383152633021844,-10.794763201664269,-10.17540124101503,-10.537380127070838,-4.023855996258793,-6.10359872718288,
960,8,68.26166534423828,0.3580246913580239,0.4479495268138811,0.5133991537376588,0.5163086714399332,-2.670460058346547,-5.0664907212762165,-4.003922474182878,1.7797257859917732,-5.330978611322103,-2.442844756876059,
1005,16,40.86499786376953,0.5679012345679003,0.6876971608832814,0.6981664315937941,0.6881463802704832,-11.852589749807239,-12.064596906337124,-9.58426770872973,-6.656826439174696,-2.82925583630493,-0.4320509091170328,
1009,31,45.75,0.7407407407407401,0.7444794952681393,0.6502115655853314,0.6738265712012708,-12.346013142996185,-8.327782442879956,-9.060322025675791,-4.802545103852465,-1.8018831973174503,-1.2825595735609774,
1014,17,42.35333251953125,0.5432098765432088,0.47949526813880217,0.4358251057827927,0.4033412887828123,-11.922172099111629,-9.555395850952632,-11.475023182067313,-3.6656451491817275,-2.0751155143614315,-4.0907978515471095,
1022,8,18.22833251953125,0.2222222222222217,0.195583596214512,0.11706629055007058,0.0970564836913274,-16.381046042236214,-16.253603121897193,-15.663063660247934,-8.179269903376078,-9.011455484525916,-9.027487586688489,
1028,30,36.1533317565918,0.5555555555555546,0.5804416403785496,0.48942172073342743,0.40015910898965396,-12.172562420822153,-1.3225392853877813,-3.7938232349000613,-5.799491746554499,4.250937905360893,-0.7974246257583748,
1040,6,31.72916603088379,0.08641975308641955,0.1135646687697165,0.11283497884344153,0.13365155131264747,-14.456454247482672,-15.796472318364657,-17.40636692708926,-7.662907216992884,1.671816708437769,-6.3256121859107575,
1055,16,27.56999969482422,0.28395061728395,0.23343848580441762,0.17771509167842037,0.19570405727923282,-14.473029136042875,-14.025594077981696,-12.684840497184805,-4.764676887357015,-7.380035744383846,-5.777434045371532,
1056,5,53.84416580200195,0.666666666666666,0.5962145110410102,0.46262341325811007,0.3683373110580706,-14.089565679275877,-13.751046858050904,-7.126283437090295,-0.8246423048408252,-2.309150394585724,0.028408324628683604,
1059,19,65.74583435058594,0.666666666666666,0.6687697160883287,0.7150916784203103,0.7366746221161479,-15.276361608800094,-13.588036699759279,-12.110933861126972,-1.6139389821822718,-2.510436918128872,-4.157288829017685,
1062,26,40.14833450317383,0.666666666666666,0.6025236593059944,0.5599435825105783,0.5465393794749374,-10.548290321890423,-10.215510073214606,-11.469399718356453,1.2989117329285464,-6.113931977786234,-5.865470302656286,
1069,14,52.570831298828125,0.6913580246913573,0.5520504731861207,0.5796897038081806,0.5107398568019061,-9.259609787735155,-12.383343855636928,-14.734545439998167,0.09651772344052083,-5.317371988523051,-6.5970433941617594,
1070,6,19.671667098999023,0.7654320987654316,0.4542586750788653,0.28490832157968976,0.19331742243436417,-20.460706849966762,-12.498588374651444,-14.667354713775232,-12.609545446753076,-5.652257995424876,-10.676854003046996,
1071,7,30.668333053588867,0.5679012345679003,0.41955835962145216,0.35260930888575465,0.3070803500397727,-13.306367515805693,-13.664744306518369,-11.506718270787436,-9.677389730565896,-8.217593416696383,-8.532039329648708,
1106,8,54.75,0.3703703703703695,0.4511041009463732,0.48095909732016934,0.46937151949084777,-14.30342730990143,-13.960440853582401,-13.651475045529342,-8.685874899710434,-5.946836726809398,-7.219013317351273,
